id,name,description,lon,lat
635,晃晃46図書適民宿Libroom46,透過飲食帶領大眾重新發現這片土地上豐富多元的晨食面貌,121.14047519949,22.742341783128
634,楊媽媽素食麵包本舖,天然用料平價素食麵包 用自然滿足你的味蕾,120.39641847116,22.638276755579
633,山心餓意,旬嶼，料理著生態的平衡,120.72613797116,24.265419876412
632,SMOK製甜所,期許將我們的正能量與對食材的堅持與一家人勇敢故事分享給更多人。,120.67940436931,23.979704939879
631,沐森海岸,看山看海 品味生活,121.40915601534,23.216924523382
629,Ad Lib Kitchen,以餐點的方式來敘述台灣有趣食材背後的故事,121.54088216084,25.045721743823
628,島呼冊店,透過精選新書將我們關心的議題和讀者交流,120.44327285343,23.484238454547
649,蕃薯藤食寓—平鎮店 ,在日式歷史建物裡享用有機美食,121.220432,24.952978
627,帕莎蒂娜國際餐飲集團Pasadena,對於美好生活的主張,120.28677143001,22.652709765277
625,九日良田工作坊,日式技法的玉里甜點,121.32200905397,23.324789155894
